draw,capability,pct_nodes_changed,mean_abs_score_delta,max_weight
125,nutrition,0.6397952655150352,0.0012795905310300703,0.54925766499971
126,nutrition,0.7037747920665387,0.0014075495841330775,0.5564237523328102
127,nutrition,0.5118362124120281,0.0010236724248240564,0.5392768976352096
128,nutrition,0.6397952655150352,0.0012795905310300703,0.5494915849068721
129,nutrition,0.8957133717210494,0.0017914267434420985,0.5771498833505064
130,nutrition,1.0236724248240563,0.0020473448496481127,0.5729239812696281
131,nutrition,1.3435700575815739,0.0026871401151631474,0.661365862323742
132,nutrition,0.06397952655150352,0.00012795905310300702,0.5173344658434921
133,nutrition,1.599488163787588,0.003198976327575176,0.6068936646392044
134,nutrition,0.7677543186180422,0.0015355086372360843,0.5637487482852884
135,nutrition,1.5355086372360844,0.003071017274472168,0.5977250503426763
136,nutrition,0.0,0.0,0.5129267623089773
137,nutrition,0.3198976327575176,0.0006397952655150352,0.5334908254822524
138,nutrition,1.5355086372360844,0.003071017274472168,0.6050771108050678
139,nutrition,1.3435700575815739,0.0026871401151631474,0.6456716229484961
140,nutrition,0.12795905310300704,0.0002559181062060141,0.5241302023763387
141,nutrition,0.3198976327575176,0.0006397952655150351,0.5289687214706525
142,nutrition,0.6397952655150352,0.0012795905310300703,0.5450003293993564
143,nutrition,1.0876519513755598,0.0021753039027511195,0.6050436454263429
144,nutrition,0.3198976327575176,0.0006397952655150351,0.5280013404603302
145,nutrition,0.12795905310300704,0.00025591810620601403,0.5033542577754752
146,nutrition,0.8957133717210494,0.0017914267434420985,0.5752424214881887
147,nutrition,0.12795905310300704,0.00025591810620601403,0.5035859433748134
148,nutrition,0.19193857965451055,0.000383877159309021,0.511934653538035
149,nutrition,0.7037747920665387,0.0014075495841330775,0.5547428907227397
150,nutrition,0.19193857965451055,0.000383877159309021,0.510135406301181
151,nutrition,0.6397952655150352,0.0012795905310300703,0.5607964507776508
152,nutrition,0.5118362124120281,0.0010236724248240564,0.539312208147335
153,nutrition,0.8957133717210494,0.0017914267434420985,0.5804540225230985
154,nutrition,0.6397952655150352,0.0012795905310300703,0.5602388868316295
155,nutrition,0.0,0.0,0.5122270204089783
156,nutrition,0.19193857965451055,0.000383877159309021,0.5129144994408371
157,nutrition,0.12795905310300704,0.00025591810620601403,0.5067167228522076
158,nutrition,2.0473448496481126,0.004094689699296225,0.6223802356587793
159,nutrition,0.0,0.0,0.5009597296823223
160,nutrition,0.2559181062060141,0.0005118362124120281,0.5231437323268874
161,nutrition,0.8957133717210494,0.0017914267434420985,0.5762932389734287
162,nutrition,1.983365323096609,0.003966730646193219,0.6210845550616221
163,nutrition,2.111324376199616,0.004222648752399232,0.624953643849667
164,nutrition,0.19193857965451055,0.000383877159309021,0.5152073754771348
165,nutrition,0.12795905310300704,0.0002559181062060141,0.5251810390630435
166,nutrition,0.2559181062060141,0.0005118362124120283,0.5313780919144464
167,nutrition,0.9596928982725527,0.0019193857965451055,0.5869134866225368
168,nutrition,1.4075495841330774,0.002815099168266155,0.5899283187840151
169,nutrition,0.9596928982725527,0.0019193857965451055,0.585575900661545
170,nutrition,0.06397952655150352,0.00012795905310300702,0.5028320998175219
171,nutrition,0.3838771593090211,0.000767754318618042,0.5297092369100994
172,nutrition,0.8957133717210494,0.0017914267434420985,0.5778232129293511
173,nutrition,0.8317338451695457,0.0016634676903390915,0.5597773602196863
174,nutrition,0.9596928982725527,0.0019193857965451055,0.5631367293569903
175,nutrition,1.2156110044785668,0.0024312220089571335,0.6268596529759333
176,nutrition,0.5758157389635317,0.0011516314779270631,0.5481251869779569
177,nutrition,0.6397952655150352,0.0012795905310300703,0.5425124703709947
178,nutrition,1.0236724248240563,0.0020473448496481127,0.5718431073563062
179,nutrition,0.06397952655150352,0.00012795905310300702,0.5011990437353686
180,nutrition,0.5758157389635317,0.0011516314779270631,0.5570201617849058
181,nutrition,1.983365323096609,0.003966730646193219,0.620347915213665
182,nutrition,35.31669865642994,0.07076135636596288,0.6860371761408967
183,nutrition,0.7037747920665387,0.0014075495841330775,0.5561172870426285
184,nutrition,0.2559181062060141,0.0005118362124120281,0.5214473110144626
185,nutrition,1.5355086372360844,0.003071017274472168,0.599233662273973
186,nutrition,1.2156110044785668,0.002431222008957134,0.583247211520321
187,nutrition,0.9596928982725527,0.0019193857965451055,0.5635800505088321
188,nutrition,0.12795905310300704,0.0002559181062060141,0.5239284018589936
189,nutrition,0.12795905310300704,0.0002559181062060141,0.5261327493949356
190,nutrition,1.2156110044785668,0.002431222008957134,0.5830002500167452
191,nutrition,0.5758157389635317,0.0011516314779270631,0.5457890028405181
192,nutrition,35.06078055022393,0.07024952015355088,0.662592449620771
193,nutrition,2.3032629558541267,0.004606525911708253,0.6337024587811679
194,nutrition,1.4075495841330774,0.0028150991682661546,0.6838777532441399
195,nutrition,0.8957133717210494,0.0017914267434420985,0.5809787602330604
196,nutrition,0.0,0.0,0.5075184363016456
197,nutrition,1.0876519513755598,0.0021753039027511195,0.5760957938506635
198,nutrition,0.9596928982725527,0.0019193857965451055,0.5921240334182298
199,nutrition,0.9596928982725527,0.0019193857965451055,0.5672891498860881
0,care,1.0876519513755598,0.0021753039027511195,0.2810520518702217
1,care,2.6231605886116443,0.005246321177223289,0.2688825044034766
2,care,1.5355086372360844,0.0030710172744721695,0.2843438140879309
