from_lon,from_lat,to_lon,to_lat,google_maps_transit_url,travel_time,wait_time
9.095,39.229,9.1124,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.1124&travelmode=transit&departure_time=1760522400",29,8.5
9.095,39.229,9.1136,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.1136&travelmode=transit&departure_time=1760522400",30,8.5
9.095,39.229,9.114799999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.114799999999999&travelmode=transit&departure_time=1760522400",35,3.5
9.095,39.229,9.116,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.116&travelmode=transit&departure_time=1760522400",36,8.5
9.095,39.229,9.117199999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.117199999999999&travelmode=transit&departure_time=1760522400",35,8.5
9.095,39.229,9.1184,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.1184&travelmode=transit&departure_time=1760522400",35,8.5
9.095,39.229,9.1196,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.1196&travelmode=transit&departure_time=1760522400",38,8.5
9.095,39.229,9.1208,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.095&destination=39.22%2C9.1208&travelmode=transit&departure_time=1760522400",37,1.0333333333333334
9.096200000000001,39.229,9.11,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.11&travelmode=transit&departure_time=1760522400",19,1.0833333333333333
9.096200000000001,39.229,9.1112,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.1112&travelmode=transit&departure_time=1760522400",31,3.3333333333333335
9.096200000000001,39.229,9.1124,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.096200000000001&destination=39.22%2C9.1124&travelmode=transit&departure_time=1760522400",23,3.3333333333333335
